Words,Reading,Meaning
始発,,
しはつ,,
first departure; ...,,
N1,,
進行,,
しんこう,,
moving forward; ...,,
N1,,
TOP 5000,,
始末,,
しまつ,,
management; ...,,
N1,,
TOP 10000,,
噛み切る,,
かみきる,,
to bite off,,
N1,,
進出,,
しんしゅつ,,
advance,,
N1,,
TOP 5000,,
改修,,
かいしゅう,,
repair,,
N1,,
TOP 10000,,
軍備,,
ぐんび,,
armaments,,
N1,,
総合,,
そうごう,,
synthesis; ...,,
N1,,
TOP 2500,,
アマチュア,,
amateur,,
N1,,
TOP 10000,,
染まる,,
そまる,,
to be dyed; ...,,
N1,,
TOP 10000,,
進呈,,
しんてい,,
presentation,,
N1,,
腕前,,
うでまえ,,
ability,,
N1,,
進度,,
しんど,,
progress,,
N1,,
進展,,
しんてん,,
progress,,
N1,,
TOP 10000,,
デザイン,,
design,,
N1,,
TOP 300,,
しみる,,
to pierce; ...,,
N1,,
TOP 10000,,
粥,,
かゆ,,
thin rice porridge,,
N1,,
染める,,
そめる,,
to dye,,
N1,,
TOP 10000,,
本名,,
ほんみょう,,
real name,,
N1,,
TOP 10000,,
軍服,,
ぐんぷく,,
military or naval uniform,,
N1,,
共稼ぎ,,
ともかせぎ,,
working together,,
N1,,
共感,,
きょうかん,,
sympathy,,
N1,,
TOP 5000,,
共学,,
きょうがく,,
coeducation,,
N1,,
専用,,
せんよう,,
exclusive use; ...,,
N1,,
TOP 2500,,
わら,,
straw,,
N1,,
本能,,
ほんのう,,
instinct,,
N1,,
TOP 10000,,
矢,,
や,,
arrow; ...,,
N1,,
TOP 10000,,
とばり,,
curtain,,
N1,,
直感,,
ちょっかん,,
intuition,,
N1,,
TOP 10000,,
修了,,
しゅうりょう,,
completion,,
N1,,
TOP 10000,,
詫び,,
わび,,
apology,,
N1,,
惑星,,
わくせい,,
planet,,
N1,,
TOP 10000,,
改まる,,
あらたまる,,
to be renewed; ...,,
N1,,
改悪,,
かいあく,,
deterioration,,
N1,,
改革,,
かいかく,,
reform,,
N1,,
TOP 5000,,
日当,,
にっとう,,
daily allowance,,
N1,,
おまけ,,
freebie; ...,,
N1,,
TOP 10000,,
閲覧,,
えつらん,,
inspection; ...,,
N1,,
TOP 2500,,
ぐっと,,
suddenly; ...,,
N1,,
TOP 10000,,
野党,,
やとう,,
opposition party,,
N1,,
TOP 10000,,
日ごろ,,
ひごろ,,
normally,,
N1,,
TOP 5000,,
賄う,,
まかなう,,
to give board to,,
N1,,
日向,,
ひなた,,
sunny place,,
N1,,
TOP 10000,,
公開,,
こうかい,,
opening to the public,,
N1,,
TOP 1000,,
天国,,
てんごく,,
paradise,,
N1,,
TOP 10000,,
判定,,
はんてい,,
judgement,,
N1,,
TOP 5000,,
水田,,
すいでん,,
paddy field,,
N1,,
天才,,
てんさい,,
genius,,
N1,,
TOP 10000,,
一見,,
いちげん,,
"first visit to inn, restaurant, etc. without an introduction",,
N1,,
すぐ,,
immediately; ...,,
N1,,
TOP 1000,,
野心,,
やしん,,
ambition; ...,,
N1,,
野生,,
やせい,,
wild; ...,,
N1,,
TOP 10000,,
日取り,,
ひどり,,
fixed date,,
N1,,
なつく,,
to become emotionally attached,,
N1,,
サボる,,
to be truant,,
N1,,
天災,,
てんさい,,
natural calamity,,
N1,,
公,,
おおやけ,,
public,,
N1,,
音色,,
ねいろ,,
tone color; ...,,
N1,,
TOP 10000,,
光熱費,,
こうねつひ,,
cost of fuel and lighting,,
N1,,
アプローチ,,
approach; ...,,
N1,,
TOP 5000,,
佳句,,
かく,,
beautiful passage of literature,,
N1,,
分担,,
ぶんたん,,
apportionment,,
N1,,
デコレーション,,
decoration,,
N1,,
デザート,,
dessert; ...,,
N1,,
TOP 5000,,
修飾,,
しゅうしょく,,
ornamentation; ...,,
N1,,
修士,,
しゅうし,,
master's,,
N1,,
怪獣,,
かいじゅう,,
monster,,
N1,,
TOP 10000,,
和文,,
わぶん,,
Japanese text,,
N1,,
公演,,
こうえん,,
public performance; ...,,
N1,,
TOP 2500,,
水洗,,
すいせん,,
rinsing with water,,
N1,,
判決,,
はんけつ,,
judicial decision,,
N1,,
TOP 10000,,
はかどる,,
to make progress,,
N1,,
観衆,,
かんしゅう,,
spectators,,
N1,,
野外,,
やがい,,
outdoors; ...,,
N1,,
TOP 10000,,
俺,,
おれ,,
I,,
N1,,
TOP 1000,,
抜け出す,,
ぬけだす,,
to slip out; ...,,
N1,,
TOP 10000,,
召す,,
めす,,
to call; ...,,
N1,,
鳥居,,
とりい,,
torii,,
N1,,
TOP 10000,,
途上,,
とじょう,,
en route; ...,,
N1,,
水源,,
すいげん,,
source of river,,
N1,,
依然,,
いぜん,,
still,,
N1,,
賭ける,,
かける,,
to wager,,
N1,,
頂,,
いただき,,
crown; ...,,
N1,,
登録,,
とうろく,,
registration,,
N1,,
TOP 400,,
和風,,
わふう,,
Japanese style; ...,,
N1,,
TOP 10000,,
水気,,
みずけ,,
moisture; ...,,
N1,,
断面,,
だんめん,,
cross-section,,
N1,,
伴う,,
ともなう,,
to accompany; ...,,
N1,,
TOP 2500,,
光沢,,
こうたく,,
brilliance,,
N1,,
TOP 10000,,
軍事,,
ぐんじ,,
military affairs,,
N1,,
TOP 10000,,
分子,,
ぶんし,,
numerator; ...,,
N1,,
TOP 10000,,
途絶える,,
とだえる,,
to stop,,
N1,,
黒字,,
くろじ,,
balance (figure) in the black,,
N1,,
分散,,
ぶんさん,,
dispersion; ...,,
N1,,
TOP 10000,,
渡り鳥,,
わたりどり,,
migratory bird,,
N1,,
推測,,
すいそく,,
guess,,
N1,,
TOP 5000,,
勝利,,
しょうり,,
victory,,
N1,,
TOP 2500,,
推理,,
すいり,,
reasoning,,
N1,,
断然,,
だんぜん,,
firmly,,
N1,,
TOP 10000,,
推進,,
すいしん,,
propulsion; ...,,
N1,,
TOP 5000,,
緩める,,
ゆるめる,,
to loosen,,
N1,,
TOP 10000,,
緩む,,
ゆるむ,,
to become loose; ...,,
N1,,
TOP 10000,,
円滑,,
えんかつ,,
smooth,,
N1,,
TOP 10000,,
緩やか,,
ゆるやか,,
loose; ...,,
N1,,
TOP 10000,,
めす,,
female (animal),,
N1,,
賜る,,
たまわる,,
to be given; ...,,
N1,,
TOP 10000,,
抜かす,,
ぬかす,,
to omit; ...,,
N1,,
折り返す,,
おりかえす,,
to turn up; ...,,
N1,,
バー,,
bar; ...,,
N1,,
TOP 5000,,
一重,,
ひとえ,,
one layer,,
N1,,
登校,,
とうこう,,
attendance,,
N1,,
長編,,
ちょうへん,,
long,,
N1,,
折衷,,
せっちゅう,,
compromise,,
N1,,
横綱,,
よこづな,,
yokozuna; ...,,
N1,,
卯,,
う,,
fourth sign of Chinese zodiac,,
N1,,
左利き,,
ひだりきき,,
left-handedness; ...,,
N1,,
緩和,,
かんわ,,
relief,,
N1,,
TOP 5000,,
何卒,,
なにとぞ,,
please; ...,,
N1,,
TOP 10000,,
飼育,,
しいく,,
breeding,,
N1,,
TOP 5000,,
罰,,
ばち,,
(divine) punishment,,
N1,,
激励,,
げきれい,,
encouragement,,
N1,,
予感,,
よかん,,
presentiment; ...,,
N1,,
TOP 10000,,
インテリ,,
intellectual; ...,,
N1,,
押し込む,,
おしこむ,,
to push into; ...,,
N1,,
花粉,,
かふん,,
pollen,,
N1,,
TOP 10000,,
国有,,
こくゆう,,
national ownership,,
N1,,
接続詞,,
せつぞくし,,
conjunction,,
N1,,
弾む,,
はずむ,,
to spring,,
N1,,
資格,,
しかく,,
qualifications,,
N1,,
TOP 2500,,
分業,,
ぶんぎょう,,
division of labor,,
N1,,
諮る,,
はかる,,
to consult with,,
N1,,
ハンガー,,
hangar; ...,,
N1,,
TOP 10000,,
はちみつ,,
honey,,
N1,,
TOP 10000,,
簡易,,
かんい,,
simplicity,,
N1,,
TOP 10000,,
押し寄せる,,
おしよせる,,
to advance on,,
N1,,
資金,,
しきん,,
funds,,
N1,,
TOP 2500,,
国連,,
こくれん,,
United Nations,,
N1,,
TOP 10000,,
簡潔,,
かんけつ,,
brevity,,
N1,,
かねて,,
previously,,
N1,,
TOP 10000,,
断言,,
だんげん,,
assertion,,
N1,,
TOP 10000,,
徒歩,,
とほ,,
walking,,
N1,,
TOP 2500,,
弾力,,
だんりょく,,
elasticity,,
N1,,
TOP 10000,,
簡素,,
かんそ,,
simplicity,,
N1,,
引き下げる,,
ひきさげる,,
to pull down,,
N1,,
あらかじめ,,
beforehand,,
N1,,
TOP 2500,,
欠く,,
かく,,
to chip; ...,,
N1,,
資産,,
しさん,,
property,,
N1,,
TOP 2500,,
急かす,,
せかす,,
to hurry,,
N1,,
夕焼け,,
ゆうやけ,,
sunset,,
N1,,
団結,,
だんけつ,,
unity,,
N1,,
うちわ,,
uchiwa,,
N1,,
接ぐ,,
つぐ,,
to join; ...,,
N1,,
夕暮れ,,
ゆうぐれ,,
evening,,
N1,,
疲労,,
ひろう,,
fatigue,,
N1,,
TOP 5000,,
竿,,
さお,,
rod; ...,,
N1,,
TOP 10000,,
ねたむ,,
to be jealous of,,
N1,,
融資,,
ゆうし,,
financing,,
N1,,
TOP 2500,,
国防,,
こくぼう,,
national defence,,
N1,,
はじく,,
to flip; ...,,
N1,,
壇,,
だん,,
platform; ...,,
N1,,
控え室,,
ひかえしつ,,
waiting room,,
N1,,
滞納,,
たいのう,,
non-payment,,
N1,,
接触,,
せっしょく,,
touch,,
N1,,
TOP 5000,,
滞る,,
とどこおる,,
to stagnate,,
N1,,
引き上げる,,
ひきあげる,,
to pull up; ...,,
N1,,
TOP 10000,,
くだん,,
the aforementioned; ...,,
N1,,
小児科,,
しょうにか,,
pediatrics,,
N1,,
耕作,,
こうさく,,
cultivation,,
N1,,
またがる,,
to extend over; ...,,
N1,,
麻酔,,
ますい,,
anaesthesia,,
N1,,
TOP 10000,,
勝る,,
まさる,,
to excel; ...,,
N1,,
デモンストレーション,,
demonstration,,
N1,,
無駄遣い,,
むだづかい,,
wasting ... on,,
N1,,
まるごと,,
in its entirety,,
N1,,
TOP 10000,,
ばかばかしい,,
absurd,,
N1,,
禁じる,,
きんじる,,
to prohibit,,
N1,,
禁ずる,,
きんずる,,
to forbid,,
N1,,
いっそ,,
rather,,
N1,,
前もって,,
まえもって,,
in advance,,
N1,,
紡績,,
ぼうせき,,
spinning,,
N1,,
勤労,,
きんろう,,
labor,,
N1,,
ぶらぶら,,
dangling heavily; ...,,
N1,,
無線,,
むせん,,
wireless,,
N1,,
TOP 10000,,
破損,,
はそん,,
damage,,
N1,,
TOP 5000,,
兼業,,
けんぎょう,,
side line,,
N1,,
今更,,
いまさら,,
now; ...,,
N1,,
TOP 10000,,
微笑,,
びしょう,,
smile,,
N1,,
前売り,,
まえうり,,
advance sale,,
N1,,
異見,,
いけん,,
different opinion,,
N1,,
文語,,
ぶんご,,
written language; ...,,
N1,,
破棄,,
はき,,
tearing up and discarding,,
N1,,
館,,
やかた,,
mansion; ...,,
N1,,
罵る,,
ののしる,,
to abuse,,
N1,,
月並み,,
つきなみ,,
every month; ...,,
N1,,
月賦,,
げっぷ,,
monthly installment,,
N1,,
まるっきり,,
completely,,
N1,,
均衡,,
きんこう,,
equilibrium,,
N1,,
コマーシャル,,
commercial,,
N1,,
金蔵,,
かねぐら,,
treasure house; ...,,
N1,,
ぶかぶか,,
too large; ...,,
N1,,
ふんだん,,
plentiful,,
N1,,
TOP 10000,,
滅びる,,
ほろびる,,
to be ruined,,
N1,,
侍,,
さむらい,,
warrior; ...,,
N1,,
TOP 10000,,
先行,,
せんこう,,
preceding,,
N1,,
TOP 5000,,
異議,,
いぎ,,
objection,,
N1,,
破裂,,
はれつ,,
explosion,,
N1,,
冒頭,,
ぼうとう,,
beginning,,
N1,,
TOP 5000,,
似通う,,
にかよう,,
to resemble closely,,
N1,,
丸める,,
まるめる,,
to make round; ...,,
N1,,
与党,,
よとう,,
ruling party,,
N1,,
数詞,,
すうし,,
numeral,,
N1,,
滅ぼす,,
ほろぼす,,
to destroy,,
N1,,
共存,,
きょうぞん,,
coexistence,,
N1,,
無邪気,,
むじゃき,,
innocence,,
N1,,
趣旨,,
しゅし,,
meaning; ...,,
N1,,
TOP 10000,,
ボイコット,,
boycott,,
N1,,
尾,,
お,,
tail; ...,,
N1,,
派遣,,
はけん,,
dispatch; ...,,
N1,,
TOP 5000,,
冬眠,,
とうみん,,
hibernation,,
N1,,
保母,,
ほぼ,,
"day-care worker in a kindergarten, nursery school, etc.",,
N1,,
文化財,,
ぶんかざい,,
cultural assets,,
N1,,
かすむ,,
to become misty; ...,,
N1,,
関与,,
かんよ,,
participation,,
N1,,
TOP 10000,,
勤勉,,
きんべん,,
diligent,,
N1,,
勤務,,
きんむ,,
service,,
N1,,
TOP 2500,,
月謝,,
げっしゃ,,
monthly tuition fee,,
N1,,
紛争,,
ふんそう,,
dispute,,
N1,,
TOP 10000,,
紛失,,
ふんしつ,,
losing something,,
N1,,
TOP 10000,,
文,,
ふみ,,
letter,,
N1,,
破壊,,
はかい,,
destruction; ...,,
N1,,
TOP 5000,,
望ましい,,
のぞましい,,
desirable,,
N1,,
TOP 10000,,
紛れる,,
まぎれる,,
to disappear into; ...,,
N1,,
栽培,,
さいばい,,
cultivation,,
N1,,
TOP 5000,,
ウイルス,,
virus; ...,,
N1,,
TOP 5000,,
暴力,,
ぼうりょく,,
violence,,
N1,,
TOP 10000,,
皇居,,
こうきょ,,
Imperial Palace,,
N1,,
暴動,,
ぼうどう,,
insurrection,,
N1,,
暴風,,
ぼうふう,,
storm,,
N1,,
仙,,
せん,,
hermit,,
N1,,
先に,,
さきに,,
before,,
N1,,
TOP 2500,,
台本,,
だいほん,,
script,,
N1,,
台無し,,
だいなし,,
mess,,
N1,,
へりくだる,,
to deprecate oneself and praise the listener,,
N1,,
余地,,
よち,,
place,,
N1,,
TOP 10000,,
事柄,,
ことがら,,
matter,,
N1,,
TOP 10000,,
ガイドブック,,
guidebook,,
N1,,
ガイド,,
guide,,
N1,,
TOP 5000,,
趣,,
おもむき,,
meaning; ...,,
N1,,
腫れる,,
はれる,,
to swell,,
N1,,
TOP 10000,,
備え付ける,,
そなえつける,,
to provide,,
N1,,
付録,,
ふろく,,
appendix,,
N1,,
過多,,
かた,,
excess,,
N1,,
過疎,,
かそ,,
depopulation,,
N1,,
文書,,
ぶんしょ,,
document; ...,,
N1,,
TOP 5000,,
採掘,,
さいくつ,,
mining,,
N1,,
採決,,
さいけつ,,
vote,,
N1,,
採算,,
さいさん,,
profit,,
N1,,
血管,,
けっかん,,
blood vessel,,
N1,,
TOP 5000,,
変革,,
へんかく,,
change; ...,,
N1,,
TOP 10000,,
カンニング,,
cheating,,
N1,,
空き間,,
あきま,,
vacancy,,
N1,,
代用,,
だいよう,,
substitution,,
N1,,
TOP 10000,,
ライス,,
rice,,
N1,,
TOP 10000,,
エンジニア,,
engineer,,
N1,,
TOP 5000,,
事前,,
じぜん,,
prior,,
N1,,
TOP 2500,,
採集,,
さいしゅう,,
collecting,,
N1,,
風俗,,
ふうぞく,,
manners; ...,,
N1,,
TOP 5000,,
よそ見,,
よそみ,,
looking away,,
N1,,
殊に,,
ことに,,
especially; ...,,
N1,,
風車,,
かざぐるま,,
pinwheel (toy); ...,,
N1,,
採用,,
さいよう,,
use; ...,,
N1,,
TOP 1000,,
後退,,
こうたい,,
retreat; ...,,
N1,,
採択,,
さいたく,,
adoption,,
N1,,
恋愛,,
れんあい,,
love,,
N1,,
TOP 2500,,
手本,,
てほん,,
copybook; ...,,
N1,,
手法,,
しゅほう,,
technique,,
N1,,
TOP 2500,,
手分け,,
てわけ,,
division of labour,,
N1,,
過労,,
かろう,,
overwork,,
N1,,
付き,,
つき,,
furnished with; ...,,
N1,,
TOP 1000,,
過密,,
かみつ,,
overcrowding,,
N1,,
後悔,,
こうかい,,
regret,,
N1,,
TOP 5000,,
後回し,,
あとまわし,,
putting off,,
N1,,
TOP 10000,,
風習,,
ふうしゅう,,
custom,,
N1,,
余興,,
よきょう,,
side show,,
N1,,
妨害,,
ぼうがい,,
disturbance,,
N1,,
TOP 10000,,
人質,,
ひとじち,,
hostage,,
N1,,
同い年,,
おないどし,,
the same age,,
N1,,
代弁,,
だいべん,,
pay by proxy,,
N1,,
裂ける,,
さける,,
to split,,
N1,,
上昇,,
じょうしょう,,
rising,,
N1,,
TOP 2500,,
同意,,
どうい,,
agreement; ...,,
N1,,
TOP 5000,,
溝,,
こう,,
10^32,,
N1,,
ユニフォーム,,
uniform,,
N1,,
TOP 10000,,
手遅れ,,
ておくれ,,
being (too) late; ...,,
N1,,
帰京,,
ききょう,,
returning to Tokyo; ...,,
N1,,
封建,,
ほうけん,,
feudalistic,,
N1,,
封鎖,,
ふうさ,,
blockade; ...,,
N1,,
カルテ,,
patient's chart; ...,,
N1,,
人材,,
じんざい,,
capable person; ...,,
N1,,
TOP 5000,,
手筈,,
てはず,,
arrangement,,
N1,,
上司,,
じょうし,,
superior authorities,,
N1,,
TOP 5000,,
演習,,
えんしゅう,,
practice; ...,,
N1,,
匹,,
ひき,,
counter for small animals; ...,,
N1,,
TOP 5000,,
手配,,
てはい,,
arrangement; ...,,
N1,,
TOP 5000,,
偏見,,
へんけん,,
prejudice,,
N1,,
TOP 10000,,
演出,,
えんしゅつ,,
production,,
N1,,
TOP 2500,,
部門,,
ぶもん,,
division,,
N1,,
TOP 2500,,
封,,
ふう,,
seal,,
N1,,
しくじる,,
to fail,,
N1,,
動力,,
どうりょく,,
power; ...,,
N1,,
動揺,,
どうよう,,
shaking; ...,,
N1,,
しぶとい,,
tenacious,,
N1,,
ぶち,,
spots,,
N1,,
鮮やか,,
あざやか,,
vivid; ...,,
N1,,
TOP 5000,,
過ち,,
あやまち,,
fault,,
N1,,
協調,,
きょうちょう,,
cooperation; ...,,
N1,,
協定,,
きょうてい,,
arrangement,,
N1,,
TOP 10000,,
偏,,
へん,,
left-hand radical of a character,,
N1,,
じっくり,,
deliberately,,
N1,,
TOP 5000,,
動向,,
どうこう,,
trend,,
N1,,
TOP 5000,,
動機,,
どうき,,
motive; ...,,
N1,,
TOP 10000,,
上空,,
じょうくう,,
sky,,
N1,,
発足,,
ほっそく,,
starting,,
N1,,
TOP 10000,,
最善,,
さいぜん,,
the very best,,
N1,,
TOP 10000,,
もはや,,
already; ...,,
N1,,
TOP 5000,,
しょっちゅう,,
always,,
N1,,
TOP 10000,,
貧乏,,
びんぼう,,
poverty,,
N1,,
TOP 10000,,
貯蓄,,
ちょちく,,
savings,,
N1,,
TOP 10000,,
ジーパン,,
jeans,,
N1,,
ひところ,,
once,,
N1,,
叫び,,
さけび,,
shout,,
N1,,
動的,,
どうてき,,
dynamic,,
N1,,
部下,,
ぶか,,
subordinate person,,
N1,,
TOP 10000,,
元首,,
げんしゅ,,
ruler,,
N1,,
膜,,
まく,,
membrane,,
N1,,
TOP 10000,,
昼飯,,
ひるめし,,
lunch,,
N1,,
丁々,,
ちょうちょう,,
clashing of swords,,
N1,,
住,,
じゅう,,
dwelling,,
N1,,
動き,,
うごき,,
movement; ...,,
N1,,
TOP 1000,,
貧困,,
ひんこん,,
poor; ...,,
N1,,
TOP 10000,,
アワー,,
hour,,
N1,,
貧弱,,
ひんじゃく,,
poor,,
N1,,
協会,,
きょうかい,,
association,,
N1,,
TOP 2500,,
さっと,,
quickly; ...,,
N1,,
TOP 10000,,
宙返り,,
ちゅうがえり,,
somersault,,
N1,,
忠告,,
ちゅうこく,,
advice,,
N1,,
協議,,
きょうぎ,,
conference,,
N1,,
TOP 10000,,
埋め込む,,
うめこむ,,
to bury,,
N1,,
動員,,
どういん,,
mobilization,,
N1,,
埋蔵,,
まいぞう,,
burying in the ground; ...,,
N1,,
浜,,
はま,,
beach; ...,,
N1,,
TOP 10000,,
浜辺,,
はまべ,,
beach,,
N1,,
舞う,,
まう,,
to dance; ...,,
N1,,
TOP 10000,,
枚,,
まい,,
counter for flat objects,,
N1,,
TOP 1000,,
抽選,,
ちゅうせん,,
lottery,,
N1,,
TOP 5000,,
入る,,
いる,,
to get in,,
N1,,
品種,,
ひんしゅ,,
kind; ...,,
N1,,
TOP 5000,,
公用,,
こうよう,,
government business; ...,,
N1,,
武力,,
ぶりょく,,
armed might,,
N1,,
船舶,,
せんぱく,,
ship,,
N1,,
演じる,,
えんじる,,
to perform (a play),,
N1,,
TOP 5000,,
土産,,
どさん,,
product of the land; ...,,
N1,,
演ずる,,
えんずる,,
to perform,,
N1,,
TOP 5000,,
賢明,,
けんめい,,
wisdom,,
N1,,
TOP 10000,,
軒並み,,
のきなみ,,
row of houses; ...,,
N1,,
沿岸,,
えんがん,,
coast,,
N1,,
沿線,,
えんせん,,
along railway line,,
N1,,
TOP 10000,,
ユニーク,,
unique,,
N1,,
TOP 5000,,
選考,,
せんこう,,
selection,,
N1,,
TOP 10000,,
沿う,,
そう,,
to run along; ...,,
N1,,
TOP 10000,,
選挙,,
せんきょ,,
election,,
N1,,
TOP 5000,,
アンケート,,
questionnaire,,
N1,,
TOP 5000,,
アンコール,,
encore,,
N1,,
凶作,,
きょうさく,,
bad harvest,,
N1,,
エレガント,,
elegant,,
N1,,
TOP 10000,,
品質,,
ひんしつ,,
quality,,
N1,,
TOP 2500,,
遣り通す,,
やりとおす,,
to carry through,,
N1,,
やり遂げる,,
やりとげる,,
to accomplish,,
N1,,
公募,,
こうぼ,,
public appeal,,
N1,,
麻,,
あさ,,
cannabis; ...,,
N1,,
TOP 10000,,
見方,,
みかた,,
viewpoint; ...,,
N1,,
TOP 5000,,
海抜,,
かいばつ,,
height above sea level,,
N1,,
賃金,,
ちんぎん,,
wages; ...,,
N1,,
TOP 10000,,
刑罰,,
けいばつ,,
judgement,,
N1,,
苗,,
なえ,,
seedling,,
N1,,
TOP 10000,,
探検,,
たんけん,,
exploration,,
N1,,
見落とす,,
みおとす,,
to overlook,,
N1,,
共鳴,,
きょうめい,,
resonance,,
N1,,
他意,,
たい,,
ill will,,
N1,,
集計,,
しゅうけい,,
totalization,,
N1,,
TOP 10000,,
海流,,
かいりゅう,,
ocean current,,
N1,,
パンク,,
puncture; ...,,
N1,,
TOP 10000,,
海路,,
かいろ,,
sea route,,
N1,,
たとえ,,
even if,,
N1,,
TOP 5000,,
建て前,,
たてまえ,,
face; ...,,
N1,,
公認,,
こうにん,,
official recognition,,
N1,,
TOP 10000,,
油絵,,
あぶらえ,,
oil painting,,
N1,,
沈澱,,
ちんでん,,
precipitation,,
N1,,
損失,,
そんしつ,,
loss,,
N1,,
TOP 10000,,
傾斜,,
けいしゃ,,
inclination,,
N1,,
断つ,,
たつ,,
to sever; ...,,
N1,,
TOP 10000,,
病む,,
やむ,,
to fall ill,,
N1,,
襲撃,,
しゅうげき,,
attack,,
N1,,
TOP 10000,,
襲う,,
おそう,,
to attack; ...,,
N1,,
TOP 5000,,
延べ,,
のべ,,
futures; ...,,
N1,,
アルミ,,
aluminum (Al),,
N1,,
TOP 10000,,
円満,,
えんまん,,
perfection,,
N1,,
沈黙,,
ちんもく,,
silence; ...,,
N1,,
沈没,,
ちんぼつ,,
sinking; ...,,
N1,,
蹴飛ばす,,
けとばす,,
to kick away; ...,,
N1,,
描写,,
びょうしゃ,,
depiction,,
N1,,
TOP 5000,,
病,,
やまい,,
illness; ...,,
N1,,
TOP 10000,,
ひたすら,,
nothing but,,
N1,,
TOP 5000,,
直面,,
ちょくめん,,
confrontation; ...,,
N1,,
TOP 10000,,
公団,,
こうだん,,
public corporation; ...,,
N1,,
碑,,
いしぶみ,,
stone monument bearing an inscription,,
N1,,
易い,,
やすい,,
easy; ...,,
N1,,
TOP 2500,,
関税,,
かんぜい,,
tariff,,
N1,,
海峡,,
かいきょう,,
channel,,
N1,,
市街,,
しがい,,
urban areas,,
N1,,
勤め先,,
つとめさき,,
place of work,,
N1,,
ひょっと,,
possibly; ...,,
N1,,
ひいては,,
not only ... but also,,
N1,,
半端,,
はんぱ,,
remnant,,
N1,,
TOP 10000,,
崇拝,,
すうはい,,
worship,,
N1,,
かさばる,,
to be bulky,,
N1,,
かさむ,,
to pile up,,
N1,,
サンタクロース,,
Santa Claus,,
N1,,
紛らわしい,,
まぎらわしい,,
confusing,,
N1,,
沈める,,
しずめる,,
to sink; ...,,
N1,,
衆議院,,
しゅうぎいん,,
lower house,,
N1,,
傾ける,,
かたむける,,
to incline; ...,,
N1,,
TOP 10000,,
旧事,,
きゅうじ,,
past events,,
N1,,
黄金,,
おうごん,,
gold,,
N1,,
TOP 10000,,
偽物,,
にせもの,,
spurious article,,
N1,,
TOP 10000,,
粉末,,
ふんまつ,,
fine powder,,
N1,,
TOP 10000,,
ビリ,,
last on the list,,
N1,,
奨励,,
しょうれい,,
encouragement,,
N1,,
把握,,
はあく,,
grasp,,
N1,,
TOP 2500,,
唱える,,
となえる,,
to recite; ...,,
N1,,
TOP 10000,,
アルカリ,,
alkali,,
N1,,
桐,,
きり,,
paulownia tree,,
N1,,
改良,,
かいりょう,,
improvement,,
N1,,
TOP 10000,,
甲,,
きのえ,,
first sign of the Chinese calendar,,
N1,,
骨董品,,
こっとうひん,,
curio,,
N1,,
公然,,
こうぜん,,
open,,
N1,,
遂げる,,
とげる,,
to accomplish; ...,,
N1,,
TOP 10000,,
込める,,
こめる,,
to load; ...,,
N1,,
TOP 5000,,
アラブ,,
Arab,,
N1,,
奮闘,,
ふんとう,,
hard struggle,,
N1,,
TOP 10000,,
かする,,
to graze; ...,,
N1,,
勤まる,,
つとまる,,
to be fit for,,
N1,,
海運,,
かいうん,,
maritime,,
N1,,
びっしょり,,
wet through,,
N1,,
寄贈,,
きぞう,,
donation,,
N1,,
憤慨,,
ふんがい,,
indignation,,
N1,,
事項,,
じこう,,
matter,,
N1,,
TOP 5000,,
焚き火,,
たきび,,
open-air fire; ...,,
N1,,
農地,,
のうち,,
agricultural land,,
N1,,
農場,,
のうじょう,,
farm,,
N1,,
存続,,
そんぞく,,
duration,,
N1,,
絶版,,
ぜっぱん,,
out of print,,
N1,,
噴出,,
ふんしゅつ,,
spewing,,
N1,,
揃い,,
そろい,,
set; ...,,
N1,,
役立つ,,
やくだつ,,
to be useful,,
N1,,
TOP 2500,,
幹,,
みき,,
(tree) trunk,,
N1,,
役場,,
やくば,,
town hall,,
N1,,
役職,,
やくしょく,,
post,,
N1,,
TOP 10000,,
こつ,,
knack,,
N1,,
TOP 2500,,
倒産,,
とうさん,,
bankruptcy,,
N1,,
TOP 10000,,
粋,,
いき,,
chic; ...,,
N1,,
TOP 10000,,
衰える,,
おとろえる,,
to become weak,,
N1,,
TOP 10000,,
分裂,,
ぶんれつ,,
split,,
N1,,
振り出し,,
ふりだし,,
starting point; ...,,
N1,,
絶望,,
ぜつぼう,,
despair,,
N1,,
TOP 10000,,
間柄,,
あいだがら,,
relation(ship),,
N1,,
改定,,
かいてい,,
revision,,
N1,,
TOP 10000,,
改訂,,
かいてい,,
revision,,
N1,,
意気込む,,
いきごむ,,
to be enthusiastic about,,
N1,,
極めて,,
きわめて,,
exceedingly,,
N1,,
TOP 5000,,
極楽,,
ごくらく,,
Sukhavati; ...,,
N1,,
土木,,
どぼく,,
engineering works,,
N1,,
土俵,,
どひょう,,
ring; ...,,
N1,,
ばてる,,
to be exhausted,,
N1,,
結晶,,
けっしょう,,
crystal; ...,,
N1,,
TOP 10000,,
絶える,,
たえる,,
to die out; ...,,
N1,,
TOP 10000,,
普遍,,
ふへん,,
universal,,
N1,,
不便,,
ふびん,,
pity,,
N1,,
意地,,
いじ,,
stubbornness; ...,,
N1,,
結成,,
けっせい,,
formation,,
N1,,
TOP 10000,,
球根,,
きゅうこん,,
(plant) bulb,,
N1,,
雪崩,,
なだれ,,
avalanche,,
N1,,
結束,,
けっそく,,
union; ...,,
N1,,
農耕,,
のうこう,,
